Id	Title	Content	Category
381	"Bookmakers back Aviator for Oscar
"	"
The Aviator has been tipped by UK bookmakers as the favourite to win the best film award at this year's Oscars.

Ray star Jamie Foxx is clear favourite in the best actor category while Million Dollar Baby's Hilary Swank is tipped to win the best actress prize. Bookmakers predict Cate Blanchett will be named best supporting actress. William Hill and Ladbrokes have given The Aviator 4/9 and 8/13 odds of winning best film, with Million Dollar Baby in second place at 9/4.

Bet Direct and Bet 365 also tip The Aviator, with the majority of bookmakers regarding Finding Neverland as the outsider. The Aviator is also widely tipped to win the best director prize for Martin Scorsese. British star Clive Owen is second favourite at William Hill to take the best supporting actor award, for his performance in Closer. The favourite in that category is Sideways star Thomas Hayden Church. Vera Drake star Imelda Staunton has 5/1 odds of winning the best actress Oscar at Bet 365 and William Hill, ahead of fellow UK star Kate Winslet who has odds of 25/1 at William Hill.

Mike Leigh is the outsider in the best director category for Vera Drake, a position he holds jointly with Ray's Taylor Hackford at bookmakers VC Bet. This year's Academy Awards will be handed out in Hollywood on 27 February. X Factor judge Sharon Osbourne will present Sky television's live coverage of the event. Meanwhile, Clive Owen's best supporting actor nomination has led a bookmaker to shorten his odds of becoming the next James Bond. He has moved from 4/1 to 5/2 favourite to play 007, with Hugh Jackman and Ewan McGregor joint second favourite. ""Clive Owen's nomination has sparked a betting frenzy from James Bond fans, who feel that his heightened global recognition will have done his chances of becoming the next Bond a world of good,"" said William Hill spokesman Rupert Adams.
"	entertainment
1098	"Can Smith work Scottish wonders?
"	"
The worst kept secret in Scottish football was revealed on Thursday when Walter Smith was named as the new national manager.

From the moment Berti Vogts' miserable tenure in charge of Scotland ended, the former Rangers and Everton boss has been the overwhelming favourite for the post. But is Smith the man for what must be one of the hardest jobs in football? The 56-year-old takes over at a time when the national side is in the doldrums. Scotland have not reached a major finals since the World Cup in 1998 and reaching Germany 2006 looks near impossible, having picked up just two points from the opening three games in the qualifying race. And the Fifa rankings see Scotland listed at an all time low of 77th, below the likes of Estonia, Ghana, Angola and Thailand. Scotland are not blessed with quality players with experience at the top level, so Smith will have to get the best out of meagre resources. Smith's track record make impressive reading and he is widely respected within the game. The man who was Alex Ferguson's assistant when Scotland played at the 1986 World Cup won seven league titles with Rangers. And his appointment has been widely endorsed by many of the games' top names, including Ferguson and Graeme Souness, who took him to Ibrox as his assistant in 1986. Characters like Souness, Ferguson and current Ibrox manager Alex McLeish all cite Smith's experience and his expansive knowledge of the Scottish game.

Much was made of Vogts' inability to express himself to the players and media. That will certainly not be the case with Smith. The former Dundee United and Dumbarton full-back is from the managerial old school - straight talking and never slow to let players know when he expects better (often with the use of some colourful invective). But it should be remembered Vogts came to Scotland with an impressive curriculum vitae - a World Cup winner as a player and a European Championships winner as a manager. Smith will inherit the same problems Vogts had - a callow squad of players with no exceptional talents. And it remains to be seen if Smith will experience the rash of call-offs that blighted so much of Vogts' preparation work. A fresh start for the Scottish national team was imperative and Smith is widely regarded as a safe pair of hands. But will a safe pair of hands be enough when the adroit hands of a magician might be required...
"	sport
1512	"Protect whistleblowers, TUC says
"	"
The government should change the law to give more protection to employees who raise health and safety concerns about their workplaces, the TUC has said.

It said data from employment tribunals suggested 1,500 ""safety whistleblowers"" had lost their jobs since 1999. Some firms found it cheaper to sack a worker than to improve buildings or change working conditions, it said. The Health and Safety Executive said it was trying to get workers more involved in helping to make workplaces safer. The TUC figures were drawn from unfair dismissal cases at tribunals were health and safety were the main issue.

Safety representatives were often ignored when raising concerns because there was no legal duty to respond, claimed the union organisation. General secretary Brendan Barber said: ""It shouldn't be a firing offence to object to unsafe work. ""Workers should not be placed in the situation where they are forced to choose between risking their job or risking their personal health and safety."" Mr Barber, who said the ""problem is far worse than official statistics show"", called for a legal system that ""protects safety whistleblowers"". He added that workers who are not in a union, as well as casual and migrant workers, ""stand little chance of redress.""

Rory O' Neill, editor of union-backed Hazards magazine, which conducted the research, said: ""Giving union safety reps more rights in more workplaces is the ultimate win-win. ""Death and injuries at work increased last year, for the second time since the turn of the century. ""It would be a fatal mistake not to take full advantage of the union safety effect."" The TUC has called on the government to appoint ""roving"" safety reps and to increase spending on health and safety work inspections. The Health and Safety Executive had said that it had launched an initiative to make factories and offices safer, with more worker involvement.
"	politics
1689	"Blair rejects Iraq advice calls
"	"
Tony Blair has rejected calls for the publication of advice on the legality of the Iraq war amid growing calls for an investigation.

The prime minister told his monthly press conference the matter had been dealt with by the Attorney General. Earlier, Conservative MP Michael Mates joined calls for a probe into claims Lord Goldsmith's statement to Parliament was drawn up at Number 10. Mr Blair said the statement was a ""fair summary"" of Lord Goldsmith's opinion.

""That's what he (Lord Goldsmith) said and that's what I say. He has dealt with this time and time and time again,"" Mr Blair told his monthly news conference in Downing Street. He refused to answer further questions on the issue, saying it had been dealt with ""literally scores of times and the position has not changed"". Lord Goldsmith has denied being ""leaned on"" and says the words written were his.

The government refuses to publish his advice on the legality of the war - saying such papers have always been kept confidential. Mr Mates, who is a member of the Commons intelligence and security committee and was part of the Butler inquiry into pre-war intelligence, told the BBC on Friday: ""That, as a general rule, is right, but it's not an absolute rule."" He said there had been other occasions when advice had been published, most recently regarding Prince Charles's marriage plans. The government could not pick and choose when to use the convention, he said.

Mr Mates added: ""We discovered that there were two or three occasions in the past when law officers' advice to the government has been published. ""And this may be one of those special occasions... when it would be in the public interest to see the advice which the attorney general gave to the prime minister."" This is argument was rejected by Mr Blair, who said: ""Firstly, we haven't broken the precedent, and secondly Peter Goldsmith has made his statement and I have got absolutely nothing to add to it."" In a book published this week, Philippe Sands QC, a member of Cherie Blair's Matrix Chambers, says Lord Goldsmith warned Tony Blair on 7 March 2003 that the Iraq war could be illegal without a second UN resolution sanctioning military action.

But a short statement about Lord Goldsmith's position was presented in a written parliamentary answer on 17 March 2003 - just before a crucial Commons vote on the military action. Mr Sands' book suggests it was actually written by Home Office Minister Lord Falconer and Downing Street adviser Baroness Morgan. Former minister Clare Short, who resigned from the government over the Iraq war, said it was the same statement that was earlier shown to the cabinet as it discussed military action. She told the BBC the full advice should have been attached, according to the ministerial code.

""My view is we need the House of Lords to set up a special committee, summon the attorney, get all the papers out, look at exactly what happened,"" she said. The Conservatives and Liberal Democrats say they want the publication of the full legal advice given by the Attorney General. On Thursday, Lord Goldsmith said his statement had not been ""written by or at Number 10"". ""In my parliamentary answer on March 17 2003, I explained my genuinely held independent view, that military action was lawful under the existing Security Council resolutions,"" he said.
"	politics
1011	"Record fails to lift lacklustre meet
"	"
Yelena Isinbayeva may have produced another world pole vault record, but her achievement could not hide the fact it was not the best meet we have ever seen in Birmingham.

And hey, there are not many meets that go by without the Russian breaking a world record.

Apparently, Isinbayeva has cleared five metres in training and I would just love her to put us out of our misery and have a go at it rather than extending the indoor record by one centimetre at a time. Athletics to me is all about pushing the barriers and being the best you can, and I would like to see her have a go at 5m in competition. Mind you, every time she breaks the record she gets $30,000 so she can afford to be deliberate about it. World records aside, I thought it was a very encouraging evening's work for Kelly Holmes. She looked good and was very positive. Agnes Samaria, who came second, is in very good shape and is in the world's top three 800m runners this season. Yes, Samaria let Kelly get away, but there was no coming back over the last 200m as Kelly dominated the race, so beating Samaria is a bit of a benchmark for Kelly. My gut feeling is that Kelly would like to run in the European Indoor Championships, but she just hasn't convinced herself she is fit enough to do so. On the other hand, I think Jason Gardener is struggling to come near what is going to be required to win the men's 60m in Madrid. He started well in the final but still could not stay with the front-runners. Jason has a lot of experience indoors but for some reason he is struggling to maintain his pace through to the finish.

It would have been nice to see what Mark Lewis-Francis could have done in the final, if only he hadn't got himself disqualified. He was blatantly playing the false-start game to his advantage, but it tripped him up and made him look a bit silly. My view is you're meant to go when the gun goes and not before. And if you try to unsettle your rivals by employing the false-start tactic you have to remember not to false start yourself again. Having said that, Mark is looking in much better shape. But I haven't seen anything from Mark or Jason yet which suggests France's Ronald Pognon - who has run 6.45 seconds - will be under threat at the Europeans. From a British point of view, Sarah Claxton's victory in the 60m hurdles was the best thing to come out of the meet.

Something else that probably went unnoticed was Melanie Purkiss winning the women's national 400m race in a new personal best of 52.98 seconds. AAAs champion Kim Wall came second in another lifetime best so we have a very strong 4x400m squad going to the European Championships. Scotland's Lee McConnell is probably going to run too, so we have a real prospect of a medal. From an international perspective, I thought Meseret Defar was disappointing in the 3,000m, but I don't think the pace-making was great. Canadian Heather Hennigar set a fast early pace but could not maintain it and if Jo Pavey had been in last year's shape she would have given Defar a real run for her money. She had a go but just could not hang in there. We were also expecting a bit more from Bernard Lagat in the men's 1500m. But he has only just come over from the USA, so he may not be that sharp and I still think he is in great shape. As for Kenenisa Bekele, he was well beaten by Markos Geneti. But we only had half expectations for Bekele as he has been struggling this season. It was very hot in the National Indoor Arena and I felt uncomfortable in the commentary box. I think those conditions affected the distance runners and in fact Defar complained to her coach after the race that she could not get her breath properly.
"	sport
122	"Alicia Keys to open US Super Bowl
"	"
R&B star Alicia Keys is to open February's Super Bowl singing a song only previously performed there by Ray Charles and Vicki Carr.

Keys, who will sing America the Beautiful, will be accompanied by 150 students from the Florida School for the Deaf and the Blind. Charles, who died last year, attended the school as a child in 1937. Keys said she was ""very excited"", describing Charles as ""an artist I admire, miss and respect"". ""I know that this is going to be a very touching and memorable moment,"" she said.

It will be her first performance at the Super Bowl, which will be watched by millions in the US on 6 February. Sir Paul McCartney will provide the half-time entertainment in the slot filled by Janet Jackson last year. Organisers have promised there will be no repeat of her nipple-baring incident that sparked thousands of complaints on US TV's most-watched broadcast. A National Football League spokesman said they were ""comfortable"" this show would be acceptable to a mass audience. The game and show were watched by 144 million people in the US in 2003.

Twenty CBS-owned TV stations were fined $550,000 (£300,000) by the country's TV regulatory agency after more than 542,000 complaints were made about Janet Jackson's ""wardrobe malfunction"". Sir Paul said: ""There's nothing bigger than being asked to perform at the Super Bowl. ""We're looking forward to rocking the millions at home and in the stadium.""
"	entertainment
670	"Small firms 'hit by rising costs'
"	"
Rising fuel and materials costs are hitting confidence among the UK's small manufacturers despite a rise in output, business lobby group the CBI says.

A CBI quarterly survey found output had risen by the fastest rate in seven years but many firms were seeing the benefits offset by increasing expenses. The CBI also found spending on innovation, training and retraining is forecast to go up over the next year. However, firms continue to scale back investment in buildings and machinery.

The CBI said companies are looking to the government to lessen the regulatory load and are hoping interest rates will be kept on hold. ""Smaller manufacturers are facing an uphill struggle,"" said Hugh Morgan Williams, chair of the CBI's SME Council. ""The manufacturing sector needs a period of long-term stability in the economy."" The CBI found some firms managed to increase prices for the first time in nine years - but many said increases failed to keep up the rise in costs. Of the companies surveyed, 30% saw orders rise and 27% saw them fall. The positive balance of plus 3 compared with minus 10 in the previous survey. When firms were questioned on output volume, the survey returned a balance of plus 8 - the highest rate of increase for seven years - and rose to plus 11 when looking ahead to the next three months.
"	business
726	"China bans new tobacco factories
"	"
The world's biggest tobacco consumer, China, has said it will not allow any new tobacco factories to be built.

China already has more than enough cigarette-making capacity, according to a spokesman for the tobacco industry regulator quoted in China Daily. The ban threatens to reignite tensions between the regulator and British American Tobacco, which plans to become China's first foreign cigarette maker. A spokeswoman for Bat declined to comment on the report.

""China won't allow any new tobacco factories to be built, including joint ventures"", said Xing Wangli, a spokesman for the State Tobacco Administration Monopoly quoted in China Daily. He also said that the state would retain its monopoly on cigarette distribution. China has 350 million smokers who consumer 1.7 trillion cigarettes a year. Smoking is fashionable in China, where it is seen as an essential - and manly - sociable touch for some jobs, such as salesmen. More young, urban woman are taking up smoking too. In July 2004, Bat announced it had won approval for to build a $1.5bn (£800m) joint venture factory in China which would make it the first foreign cigarette maker to manufacture there.

The State Tobacco Monopoly Administration said a week later that it had not approved the deal, leading to an embarrassing public row. Bat told the BBC at that time that it had not negotiated with the STMC, and secured approval from ""the highest levels of government"". Since then, the row has flared occasionally, most recently at a forum in November. Bat consistently declines to comment. ""Xing's statement comes as especially bad news for British American Tobacco"", the China Daily newspaper said of the latest development. The Bat spokeswoman said: ""There is nothing for us to add...since our announcement in July last year. The central government of China is the authority that approved our strategic investment."" The decision to ban further tobacco factories does not apply to deals made before 2005, according to the French news agency AFP. The joint venture factory was expected to take till 2006 to build. The Bat spokeswoman would not comment on its progress. However, if the STMA continues to take a tough stance, expansion opportunities could be limited.

China's tobacco market is increasingly valuable as anti-smoking campaigners target public smoking in the West. China Daily said the market was currently enjoying steady growth, making more than 210bn yuan ($25.4bn) in pre-tax profits last year, almost double the figure in 2000. The paper made no mention of health concerns. The STMA is trying to restructure the domestic tobacco industry, closing some factories, though such moves can be unpopular with local governments.
"	business
635	"Ban on forced retirement under 65
"	"
Employers will no longer be able to force workers to retire before 65, unless they can justify it.

The government has announced that firms will be barred from 2006 from imposing arbitrary retirement ages. Under new European age discrimination rules, a default retirement age of 65 will be introduced. Workers will be permitted to request staying on beyond this compulsory retirement age, although employers will have the right to refuse. Trade and Industry Secretary Patricia Hewitt said people would not be forced to work longer than they wanted, saying the default age was not a statutory, compulsory retirement age. She said employers would be free to continue employing people for as long as they were competent.

Under age discrimination proposals from the Department of Trade and Industry last year workers were to be allowed to work on till 70 if they wished.

Business leaders had opposed the plan as they said it would be too costly and cumbersome. The British Chambers of Commerce welcomed the latest proposal. ""This move today is the best of both worlds,"" it said. ""Employers have the ability to define the end point of the employer-employee relationship and employees have flexibility with a right to request to work past the age of 65."" But Age Concern said imposing a retirement age of 65 was ""cowardly"" and a ""complete u-turn"". ""This makes a mockery of the Government's so-called commitment to outlawing ageism, leaving the incoming age discrimination law to unravel,"" said Gordon Lishman, director general of Age Concern England . ""It is now inevitable that older people will mount legal challenges to the decision using European law."" The decision will have no impact on the age at which workers can collect their state pension, the government has said.
"	business
1436	"Taxes must be trusted - Kennedy
"	"
Public trust in taxes is breaking down because Labour and Tories are not being straight with people on the issue, Lib Dem leader Charles Kennedy has said.

A day ahead of the government's pre-Budget report, Mr Kennedy used a speech to say his party was facing up to ""painful economic realities"". He said the current level of taxation was about right, although he would put a new 50% tax on top earners. Other parties have accused the Lib Dems of making uncosted promises. Mr Kennedy made it clear he was determined to counter that accusation. The Lib Dems have already published what they say are the full costings for all their plans and Wednesday's speech did not announce new policies.

Speaking at the Commonwealth Club, Mr Kennedy said it was critical for a political party to have economic credibility, both on what it promised and what it was expected to deliver. He said. ""Budgets have to add up. Tough choices are needed in public spending."" The Lib Dems would cut ""low priority"" spending, including the government's ID cards scheme and the Child Trust Fund.

Those cutbacks would free up funds for increasing basic state pensions for over-75s, putting more police on the streets and reintroducing fee eye and dental checks, he said. The Lib Dems argue they were honest about taxes in the past by calling for a 1p rise on income tax. Now they say the only simple tax rise they want is a new 50% tax band for top earners to pay for scrapping university tuition fees, providing free personal care for elderly and disabled people and keeping local taxes down. There would also be a local income tax to replace council tax and a number of changes to environmental taxes to ensure it is the ""polluter who pays"".

The Lib Dems say the Tories have only laid out possible options for cutting taxes to grab headlines while Labour has hidden most of its tax rises. Mr Kennedy said: ""That contract with the people - that the government will only tax fairly and will spend their money wisely - can only be sustained if the political parties are straightforward about their plans. ""With the stealth tax strategy of Gordon Brown, the obvious unfairness of our current tax system - especially the council tax, and the empty promises of the Conservative party on this issue - it is no wonder that trust in taxation is breaking down."" He challenged the Treasury to open up its books so the National Audit Office can report on the government's performance.

Conservative co-chairman Liam Fox said: Liam Fox said ""If Charles Kennedy is serious about making his budgets add up he should start by explaining how they would fund their 100 spending commitments. ""The reality is, the Lib Dems lack the courage to tackle waste and bureaucracy, and the only people who would face 'tough choices' would be the families who would be £630 worse off a year. "" And Chancellor Gordon Brown said the Lib Dem figures did not add up. He accused the party of claiming it would spend less while across the country committing itself to spend more.
"	politics
489	"Watchdog probes Vivendi bond sale
"	"
French stock market regulator AMF has filed complaints against media giant Vivendi Universal, its boss and another top executive.

It believes the prospectus for a bond issue was unclear and that executives may have had privileged information. AMF has begun proceedings against Vivendi, its chief executive Jean-Rene Fourtou and chief operating officer Jean-Bernard Levy. Vivendi advisor Deutsche Bank was also the subject of a complaint filing. Deutsche Bank, which was responsible for selling the convertible bonds to investors, could face penalties if the complaint is upheld.

Vivendi has said it believes there is ""no legal basis"" for the complaints. The watchdog is said to believe the executive pair were party to ""privileged information"" surrounding the issue of the bonds. Both men bought some of the bonds, the Associated Press news agency reported. AMF is investigating claims that the duo were aware of an interest in Vivendi's US assets from investor Marvin Davis, at the time of the bond sale. Vivendi, however, has said that the information was public knowledge as Mr Davis' offer for the US assets had already been rejected by Vivendi's board. AMF is also looking into whether the executives knew that Vivendi was considering exercising its right to buy British Telecom's shares in Cegetel. Vivendi has rejected the charge, saying the decision to buy the Cegetel shares was ""no more than a possibility, of which the public was perfectly aware"" at the time of the bond issue. Back in December, Vivendi and its former chief executive Jean-Marie Messier were each fined 1m euros ($1.3m; £690,000) by AMF. The fines came after a 15-month probe into allegations that the media giant misled investors after a costly acquisition programme went wrong.
"	business
591	"Japan narrowly escapes recession
"	"
Japan's economy teetered on the brink of a technical recession in the three months to September, figures show.

Revised figures indicated growth of just 0.1% - and a similar-sized contraction in the previous quarter. On an annual basis, the data suggests annual growth of just 0.2%, suggesting a much more hesitant recovery than had previously been thought. A common technical definition of a recession is two successive quarters of negative growth.

The government was keen to play down the worrying implications of the data. ""I maintain the view that Japan's economy remains in a minor adjustment phase in an upward climb, and we will monitor developments carefully,"" said economy minister Heizo Takenaka. But in the face of the strengthening yen making exports less competitive and indications of weakening economic conditions ahead, observers were less sanguine. ""It's painting a picture of a recovery... much patchier than previously thought,"" said Paul Sheard, economist at Lehman Brothers in Tokyo. Improvements in the job market apparently have yet to feed through to domestic demand, with private consumption up just 0.2% in the third quarter.
"	business
1961	"'Ultimate game' award for Doom 3
"	"
Sci-fi shooter Doom 3 has blasted away the competition at a major games ceremony, the Golden Joystick awards.

It was the only title to win twice, winning Ultimate Game of the year and best PC game at the awards, presented by Little Britain star Matt Lucas. The much-anticipated sci-fi horror Doom 3 shot straight to the top of the UK games charts on its release in August. Other winners included Grand Theft Auto: San Andreas which took the Most Wanted for Christmas prize. Only released last week, it was closely followed by Halo 2 and Half-Life 2, which are expected to be big hits when they are unleashed later this month.

But they missed out on the prize for the Most Wanted game of 2005, which went to the Nintendo title, The Legend of Zelda. The original Doom, released in 1994, heralded a new era in computer games and introduced 3D graphics. It helped to establish the concept of the first-person shooter. Doom 3 was developed over four years and is thought to have cost around $15m (£8.3m). The top honour for the best online game of the year went to Battlefield Vietnam. The Chronicles of Riddick: Escape from Butcher Bay was handed the Unsung Hero Game of 2004. Its release was somewhat eclipsed by Doom 3, which was released on the same week. It was, however, very well received by gamers and was praised for its storyline which differed from the film released around the same time. Electronic Arts was named top publisher of the year, taking the crown from Nintendo which won in 2003. The annual awards are voted for by more than 200,000 readers of computer and video games magazines. Games awards like this have grown in importance. Over the last six years, the UK market for games grew by 100% and was worth a record £1,152m in 2003, according to a recent report by analysts Screen Digest.
"	tech
452	"S Korean consumers spending again
"	"
South Korea looks set to sustain its revival thanks to renewed private consumption, its central bank says.

The country's economy has suffered from an overhang of personal debt after its consumers' credit card spending spree. Card use fell sharply last year, but is now picking up again with a rise in spending of 14.8% year-on-year. ""The economy is now heading upward rather than downward,"" said central bank governor Park Seung. ""The worst seems to have passed."" Mr Park's statement came as the bank decided to keep interest rates at an all-time low of 3.25%. It had cut rates in November to help revive the economy, but rising inflation - reaching 0.7% month-on-month in January - has stopped it from cutting further. Economic growth in 2004 was about 4.7%, with the central bank predicting 4% growth this year. Other indicators are also suggesting that the country is inching back towards economic health. Exports - traditionally the driver for expansion in Asian economies - grew slower in January than at any time in 17 months. But domestic demand seems to be taking up the slack. Consumer confidence has bounced back from a four-year low in January, and retail sales were up 2.1% in December. Credit card debt is falling, with only one in 13 of the 48 million cards now in default - down from one in eight at the end of 2003. One of its biggest card issuers, LG Card, was rescued from collapse in December, having almost imploded under the weight of its customers' bad debts. The government last year tightened the rules for card lending to keep the card glut under control.
"	business
390	"Lacroix label bought by US firm
"	"
Luxury goods group LVMH has sold its loss-making Christian Lacroix clothing label to a US investment group.

The Paris-based firm has been shedding non-core businesses and focusing on its most profitable brands including Moet & Chandon champagne and Louis Vuitton. LVMH said the French designer's haute couture and ready-to-wear labels had been purchased by the Falic Group for an unspecified sum. The Falic Group bought two cosmetics labels from LVMH in 2003. The sale of the Lacroix label comes as many fashion houses are struggling to make money from their expensive haute couture ranges. The Florida-based Falic group, which also runs a chain of 90 duty free stores in the US, said it planned to expand the brand by opening new stores. Mr Lacroix said he planned to stay at the label he founded in 1987 although exact details are still to be confirmed.
"	business
137	"US 'afflicted' with awards fatigue
"	"
The film world and media may be wild about the Oscars but cinema-goers and the TV-viewing public are sick of watching award ceremonies, according to some LA film critics.

Bob Strauss, from the LA Daily News, thinks there are just too many televised gatherings of stars showering praise on each other. He came up with a colourful but unprintable description for these glitzy events, which roughly translates a ""celebrity love-in"". This echoed the views of Oscars host and comedian Chris Rock, who whipped up a media storm for saying he rarely watched them, calling award shows ""idiotic"". ""As Chris Rock accurately said, they're about celebrity and fashion,"" Mr Strauss said. The recent Grammy music awards proved to be a ratings loser, and it seems Oscars organisers are determined not to go the same way.

Recently announced changes to the ceremony include lining up all five nominees on stage before announcing the winner.

Unsurprisingly, this prompted press speculation that the changes were aimed at boosting flagging advertising revenue. But Entertainment Weekly's Dave Karger maintained the Oscars only generated excitement outside the industry when a blockbuster, such as Titanic or Lord of the Rings, was nominated. The near constant flow of US film awards, representing directors, actors and producers' guilds, also means ""few surprises"" are left by the time the Oscar ceremony is upon us, he said. A quick scan of the Los Angeles Times and Los Angeles Daily News bears this out - speculation about who will win seems to have ground to a halt.

On Thursday, the Times simply printed a picture of the plastic tents going up outside the Kodak Theatre to protect the red carpet from rain. Variety and the Hollywood Reporter have also kept their focus firmly on industry-related news, while in the UK bets have closed on the best actor category, with Ray star Jamie Foxx a dead cert to win.

Screen International's US editor Mike Goodridge thinks 2004's films have simply not grabbed the public's imagination. ""Film-makers haven't produced films that people adore this year,"" he said. ""They adored Saving Private Ryan for example - people loved it and it made a ton of money. ""2004's films could be a reaction to 9/11 - there was a realisation in America that things might not be so rosy after all. ""Audiences don't necessarily want to see darker films such as Million Dollar Baby, Aviator and Finding Neverland, which end with casualty."" As to whether Rock could pep up the awards, the critics were not hopeful.

Mr Strauss doubted whether Rock would make an impact, but added: ""I'm all for lower ratings though - there are far more important things going on than the Oscars."" Mr Karger said the comic might boost younger viewers, but Mike Goodridge thought Rock's humour could prompt America's conservative states to switch off. So despite all this, did the critics have any views on who would win?

""Clint Eastwood's Million Dollar Baby affected people emotionally, which is why it will beat Aviator, which was about technical artistry not feelings,"" Mr Karger said. ""Eastwood has it in the bag,"" added Mr Strauss. ""Oscar voters often vote with their hearts not their heads."" And Mr Goodridge said best film and director were between Martin Scorsese's Aviator and Million Dollar Baby. Mr Karger, whose favourite film of the year was Mike Leigh's abortion drama Vera Drake, stayed upbeat about the awards despite his other comments. ""I hope this is the year for small films to triumph,"" he said. ""After all, it's still one of the biggest TV events of the year.""
"	entertainment
2097	"More movies head to Sony's PSP
"	"
Movies Open Water and Saw are among those to be made available for Sony's PSP games console.

Film studio Lions Gate entertainment has announced an initial list of 12 movies that will be on the UMD format used by the handheld. ""The typical buyer of the machine [is] the core demographic to whom our films generally appeal,"" said Steve Beeks, president of Lions Gate. Already available in Japan, the PSP is released in the US on 24 March. Spider-Man 2 on UMD will be given to the first million customers in the US.

The Punisher and House of the Dead along with older titles such as Total Recall and Rambo: First Blood, will be in the UMD format, with disks costing between $20 (£10.40) to $30 (£15.60) for new titles and $10 (£5.20) to $20 for older films.

""When we first saw the machine and started talking to Sony, we immediately decided it was going to be a winner, both from the gaming perspective and from the perspective of people watching movies on the go,"" Mr Beeks said. The disks, which are smaller than DVDs, only work in Sony's PSP and can hold up to 1.8GB of data. ""We actually believe people who buy the UMD would not have bought it on DVD,"" he said. ""There are people who will want UMD because of the portability. Maybe they're already taking the games with them out of the house, and they're bigger gamers than they are movie watchers."" Four movies have already been announced for PSP. They are: XXX, Hellboy, Resident Evil: Apocalypse and Once Upon a Time in Mexico.
"	tech
1338	"Kenteris denies faking road crash
"	"
Greek sprinter Kostas Kenteris has denied claims that he faked a motorbike crash to avoid a doping test days before the start of the Olympics.

Kenteris and fellow sprinter Katerina Thanou are set to learn if they will face criminal charges this week. Part of the investigation has centred on whether they staged the crash. Kenteris insisted: ""The accident happened. I went crazy when I found out I had supposedly missed a test and I wanted to rush to the Olympic village."" Kenteris, speaking on Greece's Alter Television station, also claimed that he asked to be tested for banned substances in hospital after the crash. ""I told the hospital, which was an Olympics-accredited hospital, to call the IOC and have me tested on the spot but no-one came.""

After a drama which dominated newspaper headlines in Greece as Athens prepared for the start of the Athens Games, Kenteris and Thanou eventually withdrew. But Kenteris has continually protested his innocence - and on Sunday blamed Greek Olympic Committee officials and his former coach Christos Tzekos for failing to inform him of the test. The 31-year-old insisted he will be happy if he is charged so he can clear his name. ""If a decision is taken to have charges filed against me, I will accept it gladly. ""A prosecution means that the case will be cleared... I want to go to the end and then we'll see who's right and who isn't."" Kenteris, a Greek hero after winning gold in the 200m at the 2000 Olympics in Sydney, also confirmed that he was due to light the flame at the Athens opening ceremony. ""I had even rehearsed lighting the cauldron,"" he said.
"	sport
